wav,normalized spectra response
341.73914,0
367.82608,13.596491
399.13043,36.403507
418.69565,42.105263
463.0435,51.31579
521.73914,60.526318
639.13043,75
768.26086,88.1579
812.6087,92.10526
847.8261,94.73684
897.3913,98.24561
954.7826,99.5614
988.6957,98.24561
1016.087,92.98245
1044.7826,79.82456
1073.4783,60.08772
1102.174,39.91228
1138.6957,20.614035
1166.0869,7.017544
1188.2609,0.877193
